id,name
8600af41-4dcc-424d-9d05-7c851e5270b5,Mart Võrklaev
0d906012-76b5-468c-a0c9-201f41f271a8,Siim Kallas
28e48bd7-9f1f-4d6a-b40c-9c6ff6d445e5,Kristina Šmigun-Vähi
e87a03b8-08cf-4b88-8a28-f26da1d65e30,Keit Pentus-Rosimannus
7b6823ed-96f9-462b-b931-3dd4faceb09e,Vilja Toomast
e87af062-bf25-4b36-a268-121c446e5ae7,Kaido Höövelson
7655e8d3-b658-49f0-8e09-f6cbc4a2c714,Annely Akkermann
09500870-255e-416d-8eda-f80e9929adda,Jüri Jaanson
23161df7-bc1b-442e-b4cd-2d1f37627658,Helir-Valdor Seeder
c0c7bea2-4c5e-4295-9c0f-dca52d602098,Jürgen Ligi
ac0e1069-9bbf-4bf9-88fe-f609a671e74d,Siim Kiisler
31eee189-0019-469f-8469-7da564bf1af9,Kalle Laanet
56240b7a-f393-479e-8fa4-8267be56d125,Ivari Padar
cf42a56a-b91a-4a51-913b-a489305326a2,Hanno Pevkur
4b96f3e5-af5e-41ce-86c9-3fdee3ce51da,Mart Helme
bcb7146e-71bf-46bb-8408-494edfac9f86,Heiki Kranich
84bf9004-a454-44c9-8696-5337c74ff486,Kristen Michal
71bdc9b2-841d-408f-8ace-909e8c11d7d5,Signe Kivi
4dfb53e7-f9fc-4360-a52c-cef9e009bd61,Mihhail Lotman
58be6531-1f4b-4b0b-9c21-92566a40ae8b,Marko Mihkelson
529e5322-1170-4926-a07e-6ed369534503,Mihhail Stalnuhhin
4a332fbb-be05-4cb2-b6a0-5916eb40fe89,Urmas Kruuse
b2226516-4cd4-4471-b93b-696c40b7a9e2,Eerik-Niiles Kross
d92a3e73-ed32-48d6-8905-8e6cc6f9413f,Üllar Saaremäe
103bdae6-c980-4bd4-8e57-e8af4df13f4b,Ants Laaneots
a62b7530-a1fb-4c0b-b041-f10c2cfaa31a,Andrei Korobeinik
47201a8e-4ae7-45fa-8659-b47930d6f99c,Taavi Rõivas
fd2d1dd5-ff19-445e-b190-28aabb07763a,Leo Kunnas
c7d52089-6129-468f-8789-9c4cf742b908,Kaja Kallas
233ac42e-573c-400e-8568-0ac3d4c107f9,Aadu Must
3b95eb28-aafc-4118-95e7-d9773e780890,Jaak Juske
966e7ccd-b097-4e49-923c-c8d39dae2d62,Valdo Randpere
07132cc4-5afc-4edb-9537-7c721ec39b2d,Enn Eesmaa
0c571754-914d-406a-baba-6734212353de,Urve Tiidus
4c3d9559-69ad-4e75-a188-94eae98786fd,Sven Sester
bc9c1725-2fd8-4f54-a0e3-58b87e9dfe1f,Anti Poolamets
5650dddf-f2ca-4b94-8888-e7482808f81b,Aivar Sõerd
2240eda3-3fe9-457a-ab4f-2c52a4382c3c,Kalev Kallo
46fa9a7c-7055-444f-8c55-ea640d1d95d6,Kalvi Kõva
b29c93a9-f043-4b8f-b069-aa61e524f66b,Hele Everaus
54bc0d5b-7c98-4245-8682-4a3a0b6e0275,Jaak Valge
74be76ab-c833-4ae8-89bc-6e4c7bc3f7fd,Jevgeni Ossinovski
5472f8ce-5ad8-432a-b4a6-5ae523e7c8f7,Oudekki Loone
d557812c-971d-415b-827d-aa6a382ec6ef,Lauri Läänemets
caea357b-12c0-4069-b53e-89f69f517212,Kersti Sarapuu
f8a770b2-916c-4172-84b3-005ba9906a18,Peeter Ernits
ec4c481a-8727-490a-b90e-cbefeac9564e,Marika Tuus-Laul
76afbcdc-b41d-4fc6-b5eb-d0cce01e94d5,Tarmo Tamm
e6416c11-b0c5-459a-96f9-c9549bbaaa81,Siret Kotka
906f1a0a-0000-4a96-866c-b30f2b6adc49,Toomas Kivimägi
8940964b-6bfd-482d-a4f5-53f2cccb149d,Priit Sibul
2dcb35ed-acbc-4bcf-9e9d-9da681842d6d,Aivar Kokk
08c5906e-974e-47a6-aa66-50e60852910f,Urmas Espenberg
b5922bb2-56bb-4de6-a7e1-754553191c27,Heljo Pikhof
1d0b281d-b769-4e94-8c67-faa1cb1b1395,Helmen Kütt
ae55c88e-c202-4290-832b-b4e2fb5086ed,Johannes Kert
58378026-b797-4bf2-89fc-31a73d9219b3,Indrek Saar
bbbcacb7-c34f-48b7-a2ba-1680c93ff810,Viktor Vassiljev
08134982-2ac6-436c-ad8f-8f941ca41d3c,Viktoria Ladõnskaja-Kubits
cb6b45a7-5dcb-4a3b-bb18-2b79fe3278ae,Heidy Purga
ef97dd2d-40d0-4d80-866d-4ef6e71995f1,Madis Milling
315ea785-8f59-40e5-a158-3de8b908572f,Maris Lauri
dd439e1c-be78-4751-a152-f02f98ae1d39,Tarmo Kruusimäe
65b1d8bb-7f45-48f5-b4aa-7ba4ca459824,Henn Põlluaas
9c583623-eb94-48de-bf39-2bf49759c5a6,Mihhail Korb
b5287c8f-6f0c-4de6-af81-debefa9e64c6,Raivo Tamm
84a0ce5b-b9a6-4728-a20a-1eec3322c0ce,Urmas Reitelmann
f45d0388-db27-47eb-b13d-f6d147ef4d6e,Uno Kaskpeit
90074aa2-4938-41a9-8275-3a6efa1cee31,Yoko Alender
,Eduard Odinets
ce3f9ed0-083c-4d0f-b45a-096610012b5f,Martin Repinski
18360e3e-b776-4fa1-a361-5d9c287a89a7,Erki Savisaar
6eafafda-f117-44e5-b14b-1956d566e233,Dmitri Dmitrijev
94351dfe-449e-48db-9396-06cf204ce22e,Jaanus Karilaid
a12ffc5c-0809-46cb-abc4-cc99a7fa3f60,Liina Kersna
d5f3dddb-d809-448a-a94f-adbf208e408a,Andres Metsoja
76c477e6-4b49-4d49-ad7b-a4853182a1da,Riina Sikkut
f4e5d00e-19d1-428a-ba5e-5ce9ae4ef2c2,Helle-Moonika Helme
1c7630a0-679c-4b0b-a050-6958f758c829,Paul Puustusmaa
922950a5-def3-480f-8655-6037d2a97db5,Ruuben Kaalep
bdcec844-b004-4caf-bfc1-6a74c9fbd76f,Erkki Keldo
d1ca5e95-1ec9-4aee-8119-6a31e17ae904,Kai Rimmel
d8909ed8-ac93-4223-a3ec-55e1bb4ec8a9,Merry Aart
993ef7bc-10ac-49cc-a027-b39cd1482e56,Peeter Rahnel
0e66e826-df65-4fdd-a098-66a7e9a7c911,Signe Riisalo
db532de2-5abd-4b6d-a82c-2d9a75fd9d18,Kalle Grünthal
e12f213f-f7de-4e2c-955b-e4765daa8912,Heiki Hepner
4dbb83c0-9dbe-4aa7-9d89-29cf398da20d,Anneli Ott
149dab3f-f850-4eb3-bf03-0890ce9090c1,Marko Šorin
989194b6-b6cc-4c8f-9e6a-8eb8913d103e,Raimond Kaljulaid
9893487a-845e-4b03-ba51-09a79fef87eb,Igor Kravtšenko
dea71fe2-c8ff-416a-b592-43c5fc094870,Kert Kingo
694b084f-e151-4f7e-8a5c-2664a40cee7a,Rene Kokk
d8b9f165-31aa-46a4-8dbd-964cbe89cfb8,Siim Pohlak
6f87ce5b-aad3-4118-9649-253cfd076b53,Riho Breivel
8e9879fd-2967-45ca-892b-42e927b22d75,Andres Sutt
06dfc2ae-cd08-41f3-8d53-a152295f1d15,Marek Jürgenson
d7d9e4d7-699e-4038-83c3-d13369f644c9,Tõnis Mölder
fda61c2f-831f-4045-b7bb-c640ed8c21e6,Natalia Malleus
a5af5ad0-6e31-443a-9b12-15769d43e784,Maria Jufereva-Skuratovski
fd57045c-5dde-4c26-bf60-e5c294da0e4c,Andrus Seeme
